2018-02-01 00:03:59, mac : 00:06:7A:40:04:42, IP : .................
2018-02-13 01:54:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 01:54:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 01:54:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 01:59:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 01:59:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 01:59:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 01:59:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 01:59:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 02:04:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 02:04:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 02:04:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 02:04:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 02:04:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 02:09:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 02:09:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 02:09:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 02:09:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 02:09:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 02:14:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 02:14:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 02:14:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 02:14:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 02:14:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 02:19:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 02:19:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 02:19:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 02:19:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 02:19:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 02:24:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 02:24:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 02:24:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 02:24:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 02:24:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 02:24:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 02:24:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 02:29:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 02:29:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 02:29:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 02:29:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 02:29:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 02:29:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 02:29:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 02:34:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 02:34:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 02:34:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 02:34:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 02:34:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 02:34:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 02:34:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 02:39:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 02:39:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 02:39:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 02:39:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 02:39:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 02:39:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 02:39:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 02:44:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 02:44:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 02:44:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 02:44:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 02:44:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 02:44:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 02:44:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 02:49:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 02:49:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 02:49:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 02:49:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 02:49:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 02:49:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 02:49:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 02:54:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 02:54:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 02:54:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 02:54:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 02:54:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 02:54:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 02:54:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 02:59:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 02:59:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 02:59:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 02:59:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 02:59:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 02:59:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 02:59:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 03:04:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 03:04:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 03:04:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 03:04:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 03:04:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 03:04:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 03:04:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 03:09:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 03:09:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 03:09:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 03:09:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 03:09:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 03:09:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 03:09:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 03:14:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 03:14:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 03:14:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 03:14:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 03:14:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 03:14:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 03:14:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 03:19:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 03:19:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 03:19:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 03:19:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 03:19:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 03:19:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 03:19:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 03:24:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 03:24:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 03:24:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 03:24:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 03:24:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 03:24:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 03:24:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 03:29:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 03:29:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 03:29:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 03:29:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 03:29:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 03:29:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 03:29:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 03:34:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 03:34:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 03:34:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 03:34:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 03:34:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 03:34:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 03:34:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 03:39:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 03:39:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 03:39:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 03:39:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 03:39:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 03:39:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 03:39:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 03:44:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 03:44:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 03:44:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 03:44:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 03:44:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 03:44:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 03:44:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 03:49:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 03:49:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 03:49:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 03:49:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 03:49:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 03:49:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 03:49:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 03:54:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 03:54:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 03:54:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 03:54:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 03:54:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 03:54:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 03:54:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 03:59:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 03:59:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 03:59:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 03:59:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 03:59:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 03:59:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 03:59:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 04:04:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 04:04:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 04:04:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 04:04:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 04:04:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 04:04:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 04:04:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 04:09:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 04:09:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 04:09:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 04:09:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 04:09:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 04:09:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 04:09:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 04:14:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 04:14:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 04:14:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 04:14:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 04:14:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 04:14:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 04:14:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 04:19:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 04:19:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 04:19:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 04:19:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 04:19:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 04:19:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 04:19:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 04:24:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 04:24:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 04:24:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 04:24:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 04:24:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 04:24:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 04:24:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 04:29:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 04:29:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 04:29:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 04:29:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 04:29:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 04:29:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 04:29:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 04:34:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 04:34:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 04:34:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 04:34:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 04:34:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 04:34:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 04:34:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 04:39:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 04:39:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 04:39:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 04:39:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 04:39:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 04:39:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 04:39:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 04:44:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 04:44:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 04:44:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 04:44:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 04:44:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 04:44:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 04:44:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 04:49:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 04:49:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 04:49:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 04:49:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 04:49:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 04:49:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 04:49:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 04:54:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 04:54:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 04:54:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 04:54:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 04:54:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 04:54:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 04:54:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 04:59:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 04:59:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 04:59:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 04:59:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 04:59:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 04:59:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 04:59:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 05:04:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 05:04:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 05:04:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 05:04:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 05:04:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 05:04:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 05:04:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 05:09:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 05:09:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 05:09:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 05:09:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 05:09:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 05:09:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 05:09:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 05:14:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 05:14:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 05:14:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 05:14:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 05:14:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 05:14:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 05:14:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 05:19:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 05:19:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 05:19:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 05:19:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 05:19:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 05:19:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 05:19:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 05:24:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 05:24:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 05:24:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 05:24:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 05:24:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 05:24:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 05:24:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 05:29:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 05:29:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 05:29:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 05:29:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 05:29:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 05:29:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 05:29:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 05:34:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 05:34:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 05:34:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 05:34:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 05:34:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 05:34:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 05:34:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 05:39:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 05:39:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 05:39:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 05:39:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 05:39:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 05:39:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 05:39:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 05:44:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 05:44:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 05:44:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 05:44:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 05:44:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 05:44:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 05:44:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 05:49:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 05:49:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 05:49:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 05:49:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 05:49:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 05:49:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 05:49:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 05:54:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 05:54:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 05:54:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 05:54:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 05:54:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 05:54:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 05:54:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 05:59:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 05:59:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 05:59:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 05:59:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 05:59:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 05:59:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 05:59:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 06:04:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 06:04:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 06:04:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 06:04:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 06:04:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 06:04:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 06:04:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 06:09:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 06:09:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 06:09:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 06:09:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 06:09:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 06:09:42, mac : 00:06:7A:20:26:BA, IP : .................
2018-02-13 06:09:42, mac : 00:06:7A:05:04:91, IP : 192.168.0.170
2018-02-13 06:14:42, mac : 00:06:7A:40:02:BD, IP : 192.168.17.254
2018-02-13 06:14:42, mac : 00:06:7A:40:02:C7, IP : 192.168.17.254
2018-02-13 06:14:42, mac : 00:06:7A:40:04:5B, IP : .................
2018-02-13 06:14:42, mac : 00:06:7A:05:03:8F, IP : .................
2018-02-13 06:14:42, mac : 00:06:7A:05:04:97, IP : .................
2018-02-13 06:14:42, mac : 00:06:7A:20:26:BA, IP : .................
